CreditScore,Age,Balance,NumOfProducts,EstimatedSalary,Gender,Geography_Germany,Geography_Spain,Exited
-0.011084588931781342,-0.08832285825617917,0.7298008309571102,-0.9117269228432446,-0.19329342620352336,Male,0.0,0.0,0
1.0963485043837367,2.01438447136802,-1.2212218024214703,-0.9117269228432446,1.155133754937939,Male,0.0,0.0,1
-0.9736198943368577,-0.18390046414818823,1.0938537936786523,0.8075111421270124,-0.15916787525631057,Male,1.0,0.0,1
-0.2905303227590616,-0.4706332818242154,0.354036368535868,-0.9117269228432446,0.6751016541097539,Female,1.0,0.0,1
0.4857078267611613,0.5807203829878842,-1.2212218024214703,0.8075111421270124,-0.9263459273981096,Female,0.0,0.0,1
0.13381319897866026,0.29398756531185705,0.6294970291139501,-0.9117269228432446,-1.394870461773873,Male,1.0,0.0,0
2.069233651782416,-0.37505567593220634,0.08279594740138431,-0.9117269228432446,-1.7259221783393675,Female,0.0,0.0,0
-2.370848563473259,-0.4706332818242154,-1.2212218024214703,0.8075111421270124,-0.060277051738814015,Male,0.0,0.0,0
-1.19096657620252,-0.08832285825617917,0.15139479334285671,-0.9117269228432446,-1.5796110695769956,Male,0.0,0.0,0
-0.7459233704775923,-0.18390046414818823,0.944307000479358,-0.9117269228432446,1.7274639113470305,Male,1.0,0.0,0
0.32011035486351375,-0.18390046414818823,-0.10997110400649329,-0.9117269228432446,-0.4860709211057528,Female,0.0,0.0,0
-1.3876135740809765,-0.7573660995002426,-1.2212218024214703,-0.9117269228432446,-0.9226747389648974,Female,0.0,1.0,0
-1.8533564637931104,1.8232292595840018,0.6100640684743203,-0.9117269228432446,-1.1087940638185074,Female,0.0,0.0,0
-2.288049827524435,0.0072547476358298954,-0.4545700336263626,-0.9117269228432446,-0.4383720755487474,Female,0.0,0.0,0
0.6513052986588088,1.3453412301239567,0.6151059742977114,-0.9117269228432446,1.5899770090265979,Male,0.0,0.0,1
-1.584260571959433,-1.1396765230682788,-0.019721740075147806,-0.9117269228432446,1.1257745065598916,Male,0.0,1.0,0
0.46500814277395536,-0.7573660995002426,-1.2212218024214703,0.8075111421270124,0.5488202837460063,Female,0.0,1.0,0
-1.0978179982600933,-1.2352541289602879,-1.2212218024214703,-0.9117269228432446,0.0020629029578163862,Female,0.0,0.0,1
2.069233651782416,-0.6617884936082334,0.6460682855522658,-0.9117269228432446,1.30434488173134,Female,1.0,0.0,0
1.8001377599487387,0.9630308065559204,0.9056837317933144,-0.9117269228432446,-0.5598400210932756,Male,1.0,0.0,0
-0.04213411491259026,0.6762979888798932,1.5058509178231638,0.8075111421270124,-0.9570588536974646,Male,1.0,0.0,0
-0.3526293747206794,0.5807203829878842,0.8277971982066186,2.5267492070972692,0.7636730526309994,Female,1.0,0.0,1
0.3097605128699108,-0.4706332818242154,-1.2212218024214703,0.8075111421270124,-0.019682015789654575,Female,0.0,1.0,0
-0.7769728964584013,-1.0440989171762698,-1.2212218024214703,-0.9117269228432446,-1.5547858162918293,Male,0.0,1.0,0
-1.6981088338890657,0.10283235352783895,-0.08234957618499218,-0.9117269228432446,-0.41539832676018723,Female,1.0,0.0,0
-0.9839697363304607,0.48514277709587517,0.4673002134547454,2.5267492070972692,-0.6876684270981109,Female,0.0,0.0,1
0.39255924881873455,1.4409188360159657,-1.2212218024214703,-0.9117269228432446,1.5846094195914238,Female,0.0,0.0,1
0.1959122509402781,-0.5662108877162244,-1.2212218024214703,0.8075111421270124,0.4948060133846497,Female,0.0,1.0,0
-0.7666230544647983,-0.27947807004019726,-1.2212218024214703,0.8075111421270124,-0.9001525639157893,Male,0.0,0.0,0
0.8272526125500593,-1.617564552528324,-0.17137306560100263,-0.9117269228432446,0.7948227726282766,Female,0.0,0.0,0
0.8376024545436623,-0.37505567593220634,0.819980272628042,0.8075111421270124,0.6781767721622032,Male,1.0,0.0,0
-1.7602078858506836,-1.3308317348522969,1.5617855333568336,0.8075111421270124,1.418281787526384,Female,1.0,0.0,0
-0.08353348288700214,-0.5662108877162244,0.1294486223249328,0.8075111421270124,-0.695918994045844,Female,0.0,0.0,0
0.12346335698505728,0.29398756531185705,0.455336482769991,-0.9117269228432446,-0.9013979128268237,Female,0.0,1.0,0
-0.021434430925384315,-0.4706332818242154,0.2959911543608073,0.8075111421270124,0.8167991294378233,Male,1.0,0.0,0
0.226961776921087,0.38956517120386613,-1.2212218024214703,-0.9117269228432446,-0.6303022172005903,Male,0.0,0.0,0
-0.507877004624724,0.6762979888798932,0.37176166155073737,-0.9117269228432446,-1.1719335318204904,Male,0.0,0.0,1
-0.8287221064264161,-0.9485213112842606,-1.2212218024214703,-0.9117269228432446,-1.0952764117180043,Female,0.0,0.0,0
-0.135282692855017,0.48514277709587517,1.2950629203723663,-0.9117269228432446,0.3542417325348277,Female,0.0,1.0,0
1.3964939221982229,-0.27947807004019726,-1.2212218024214703,-0.9117269228432446,-0.6654611538750129,Male,0.0,0.0,0
0.13381319897866026,0.6762979888798932,1.0413041818203521,-0.9117269228432446,-0.7272568552776559,Female,1.0,0.0,0
0.4132589328059405,-0.6617884936082334,-0.006554324816148789,-0.9117269228432446,0.8996854284552622,Male,0.0,1.0,0
0.599556088690794,-1.521986946636315,-0.08086508509004492,-0.9117269228432446,0.06287268864898747,Female,1.0,0.0,0
-1.584260571959433,-0.37505567593220634,0.535672690069125,0.8075111421270124,-0.1251035310693162,Male,1.0,0.0,0
-1.5532110459786241,-0.8529437053922516,0.7821888872730844,0.8075111421270124,-0.5438062842758407,Male,1.0,0.0,0
-0.6734744765223715,0.29398756531185705,-1.2212218024214703,0.8075111421270124,-1.4158235180610188,Male,0.0,0.0,0
1.976085073839989,-0.5662108877162244,1.252713816901403,0.8075111421270124,-0.010015868629029975,Female,1.0,0.0,0
-1.636009781927448,-0.37505567593220634,0.711434104968857,-0.9117269228432446,-0.254917157475894,Male,0.0,0.0,0
